Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,value12_13,value13_14,description,source_name,source_url
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Environmental Information and Research,Community Infrastructure Grants - Cumberland Plains,,4850,0,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Environmental Information and Research,Program Support,,26470,18265,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Environmental Information and Research,Depreciation and amortisation,,548,548,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Environmental Information and Research,Approved departmental operating loss,,538,0,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Environmental Information and Research,Other,,34,34,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Carbon Pollution Reduction � Land Sector Initiatives,Biodiversity Fund,,20462,179614,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Carbon Pollution Reduction � Land Sector Initiatives,Regional NRM Planning for Climate Change,,3760,18000,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Carbon Pollution Reduction � Land Sector Initiatives,Indigenous Carbon Farming Fund,,1286,2674,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Carbon Pollution Reduction � Land Sector Initiatives,Program Support,,12449,13099,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Carbon Pollution Reduction � Land Sector Initiatives,Depreciation and amortisation,,246,246,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Carbon Pollution Reduction � Land Sector Initiatives,Approved departmental operating loss,,712,0,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Carbon Pollution Reduction � Land Sector Initiatives,Other,,29,29,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities","Management of Hazardous Wastes, Substances and Pollutants",,,65879,68484,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Communities,,,13594,27726,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities","Antarctica: Science, Policy and Presence",,,183201,168900,"Advancement of Australia�s strategic, scientific, environmental and economic interests in the Antarctic by protecting, administering and researching the region.","Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Water Reform,Sustainable Rural Water Use and Infrastructure,,256596,203200,"Adaptation to climate change, wise water use, secure water supplies and improved health of rivers, waterways and freshwater ecosystems by supporting research, and reforming the management and use of water resources","Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Water Reform,Restoring the Balance in the Basin,,300,300,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Water Reform,Water Smart Australia,,8700,0,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Water Reform,National Urban Water and Desalination Plan,,65969,21295,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Water Reform,National Water Security Plan for Cities and Towns,,13954,0,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Water Reform,Water Resources Assessment and Research Grant,,175,175,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Water Reform,Independent Expert Scientific Committee on Coal Seam Gas and Large Coal Mining,,0,885,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Water Reform,Commonwealth Contribution under the Murray-Darling Basin Agreement,,19486,20266,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
